ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
829,Jatropha Curcas grouped project in Mali,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0004,Late to verify,Mali,3,Africa,2012-05-29,2007-06-15,2047-06-14,37.75
830,Beijing Guanting Wind Power Project Phase II and Phase II addition,"Beijing Jingneng Clean Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"153,099",Asia,2012-05-02,,,78.14999999999999
831,Amayo Phase II Wind Power Project,Consorcio Eólico Amayo (Fase II) S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Nicaragua,"69,915",Latin America,2020-04-06,2018-10-01,2025-09-30,75.35000000000001
832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,CBNS NEGÓCIOS FLORESTAIS S/A,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"370,000",Latin America,2020-04-06,2007-07-19,2027-07-18,41.550000000000004
833,Winchester Landfill Gas Project,County of Frederick Public Works Department,Waste handling and disposal,,ACM0001,Registered,United States,"35,318",North America,2020-04-06,2018-09-30,2028-09-29,57.95
834,FULTON COUNTY MUD ROAD LANDFILL CARBON OFFSET PROJECT,Fulton County Department of Solid Waste,Waste handling and disposal,,ACM0001,Registered,United States,"36,572",North America,2020-04-06,2020-06-04,2030-06-03,57.95
835,"44.40 MW Wind Energy Project by Ruchi Soya Industries Limited, India",Ruchi Soya Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"81,853",Asia,2020-04-06,,,79.25
836,Song Ong Hydropower Project,Song Ong Hydropower Joint Stock Company,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Viet Nam,"21,416",Asia,2020-04-06,,,77.75
837,"Natural Gas Based Combined Cycle Power Generation, at Kothapeta, East Godavari, Andhra Pradesh, India",Konaseema Gas Power Ltd,Energy industries (renewable/non-renewable sources),,AM0029,Late to verify,India,"1,358,857",Asia,2012-06-07,2019-06-04,2029-06-03,57.35000000000001
838,Tensas River Basin Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,United States,"1,196",North America,2020-04-06,2007-11-16,2077-11-15,43.050000000000004
839,Bayou Bartholomew Climate Action Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,United States,531,North America,2020-04-06,2009-04-09,2073-04-08,41.550000000000004
840,WIND POWER PROJECT BY M/S DHARIWAL INDUSTRIES LTD. AND M/S R. M. DHARIWAL (HUF),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"35,919",Asia,2020-04-06,,,77.75
841,1 MW Grid Interactive Solar PV Power Generation Project of MSPGCL,Maharashtra State Power Generation Company Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"1,370",Asia,2012-03-09,,,69.25
842,BUNDLED WIND POWER PROJECT IN RAJASTHAN BY FRIENDS GROUP,Friends Salt Works &Allied Industries,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"59,138",Asia,2020-04-06,2020-09-23,2030-09-22,75.85000000000001
843,Ban Coc Hydropower Project,Que Phong Hydropower Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"40,010",Asia,2020-04-06,,,73.75
844,Madre de Dios Amazon REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,"659,793",Latin America,2020-04-06,2009-01-01,2046-12-31,42.45
845,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"46,678",Latin America,2012-06-20,,,62.75
846,"BRASCARBON Methane Recovery Project BCA-BRA-05, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"52,511",Latin America,2012-06-20,,,64.25
847,"BRASCARBON Methane Recovery Project BCA-BRA-07, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"45,017",Latin America,2012-06-20,,,62.75
848,Jilin Changling Wind Farm Phase II Project,"SinoHydro CLP Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"114,212",Asia,2020-04-06,,,77.14999999999999
849,Inner Mongolia Ximeng Zheligentu Wind Farm Phase I Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"104,941",Asia,2012-06-13,,,78.14999999999999
850,Inner Mongolia Jingneng Saihan Wind Farm Phase I Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"131,331",Asia,2012-07-02,,,78.14999999999999
851,Nam Soi & Nam Cong Hydropower Project,North-West Electric Investment & Development JSC,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"40,296",Asia,2020-04-06,,,73.75
852,Rio Bravo Climate Action Project,Programme for Belize,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Belize,"94,970",North America,2020-04-06,,,40.85
853,5 MW Wind power project by UIC Udyog Limited,"UIC UDYOG LIMITED,KOLKATA",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"10,655",Asia,2020-04-06,,,73.75
854,Waste Gas-based Cogeneration Project at Alexandria Carbon Black,Alexandria Carbon Black Co. S.A.E.,Energy industries (renewable/non-renewable sources),,VCS v1 Project Specific,Late to verify,Egypt,"26,597",Africa,2012-06-27,2022-05-03,2029-05-02,50.65
855,3 MW wind farm project for Gupta Coalfields & Washeries Limited,Gupta Coalfields & Washeries Limited,Energy industries (renewable/non-renewable sources),,AMS-II.D.,Late to verify,India,"6,689",Asia,2020-04-06,,,65.75
856,The Chocó-Darién Conservation Corridor REDD Project,Anthrotect S.A.S.,Agriculture Forestry and Other Land Use,REDD,VM0009,Late to verify,Colombia,"80,938",Latin America,2020-04-06,2010-10-18,2040-10-17,50.45
857,9.9 MW Bundled Wind Power Project in Maharashtra by REI Agro Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"15,710",Asia,2012-07-12,2016-04-01,2026-03-31,71.35000000000001
858,"10.2 MW Grid Connected Wind Energy Project in Gujarat, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,000",Asia,2012-07-12,2017-07-01,2027-06-30,71.35000000000001
859,Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project,"Bataan 2020, Inc",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Philippines,"38,652",Asia,2020-04-06,,,53.75000000000001
860,"AMA08-W-22, METHANE RECOVERY IN WASTEWATER TREATMENT JOHOR, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"17,646",Asia,2020-04-06,,,66.44999999999999
861,"AMA08-W-21, METHANE RECOVERY IN WASTEWATER TREATMENT JOHOR, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"21,671",Asia,2020-04-06,,,66.44999999999999
862,"AMA08-W-24, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"26,568",Asia,2020-04-06,,,66.44999999999999
863,"AMA08-W-25, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"35,472",Asia,2020-04-06,,,66.44999999999999
864,"AMA08-W-23, METHANE RECOVERY IN WASTEWATER TREATMENT SARAWAK, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"20,002",Asia,2020-04-06,,,66.44999999999999
865,"MY08-WWP-26, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"30,692",Asia,2020-04-06,,,66.44999999999999
866,"METHANE RECOVERY IN WASTEWATER TREATMENT, PROJECT AIN07-W-05, SUMATERA UTARA, INDONESIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-II.H.,Late to verify,Indonesia,"31,757",Asia,2020-04-06,,,66.44999999999999
867,"AMA08-W-10, METHANE RECOVERY IN WASTEWATER TREATMENT, KEDAH, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"45,392",Asia,2020-04-06,,,66.44999999999999
868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Bosques Amazónicos,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,"2,086,089",Latin America,2020-04-06,2010-01-01,2040-12-31,43.95
869,"2 x 3.5 MW Ullunkal Hydro Power Project in Kerala, India.",EDCL Power Projects Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"16,125",Asia,2020-04-06,,,73.75
870,"Wind Power Project by M/s Chhotabhai Jethabhai Patel & Co. (CJP) at Sinnar, Maharashtra",M/s Chhotabhai Jethabhai Patel & Co.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"2,976",Asia,2020-04-06,,,72.25
871,16.65 MW Bundled Wind Power Project in Tamilnadu,Vestas Wind Technology India Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"39,642",Asia,2020-04-06,2016-03-28,2026-03-27,74.35000000000001
872,Afognak Forest Carbon Project,ClimeCo LLC,Agriculture Forestry and Other Land Use,IFM,VM0012,Registered,United States,"40,451",North America,2020-04-06,2006-01-01,2035-12-31,51.050000000000004
873,Gansu Guazhou Beidaqiao Wind Power Project,"Longyuan (Jiuquan) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"570,569",Asia,2012-07-31,,,79.64999999999999
874,High Capacity Segregated Corridor (COSAC I),Metropolitan Institute  PROTRANSPORTE of Lima,Transport,,AM0031,Late to verify,Peru,"68,830",Latin America,2012-08-03,,,60.45
875,FLORESTAL SANTA MARIA PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"997,444",Latin America,2020-04-06,2009-04-13,2039-04-12,42.45
876,Shree Nakoda Ispat Ltd 12MW Biomass power generation project,Shree Nakoda Ispat Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"36,000",Asia,2020-04-06,,,73.75
877,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Luogu Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"176,372",Asia,2012-08-10,2018-09-01,2025-08-31,74.45
878,"BRASCARBON Methane Recovery Project BCA-BRA-02, Brazil.",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"45,146",,2012-08-10,,,62.75
879,Wewoka Small Scale Landfill Gas Recovery and Thermal Energy Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.G.,Registered,United States,"26,697",North America,2020-06-04,2021-09-17,2031-09-16,72.25
880,Dak Pone Hydropower Project,PC3 - Investment Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"31,778",Asia,2020-04-06,,,73.75
881,OLKARIA III PHASE 2 GEOTHERMAL EXPANSION PROJECT IN KENYA,JPMorgan Ventures Energy Corportaion,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Kenya,"244,798",Africa,2012-08-16,,,73.35
882,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Diluo Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"337,572",Asia,2020-04-06,,,77.14999999999999
883,"Madushan Hydropower Project on Honghe River in Yunnan Province, China","Honghe Guangyuan Madushan Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"959,382",Asia,2012-08-22,,,79.64999999999999
884,Nansha Hydro Power Project in Yunnan Province China,Honghe Guangyuan Hydro Power Development Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"519,768",Asia,2012-08-27,,,79.64999999999999
885,"Biomass based power generation project in Maharashtra, India",M/s. A.A. Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"49,766",Asia,2020-04-06,,,73.75
886,"Reforestation of degraded lands in the Valle California of Patagonia, Chile",Agrícola y Forestal SNP Ltda,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,Chile,"1,193",Latin America,2020-04-06,2010-04-30,2090-04-29,43.050000000000004
887,Guangxi Youjiang Naji Navigation and Power Generation Project,Hightrack International (Hong Kong) Technology Lim,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"133,779",Asia,2012-08-31,2017-12-18,2027-12-17,78.75
888,"Anaerobic digestion at Armenis Farm Ltd., Cyprus",Armenis Farm Ltd.,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Cyprus,"5,956",Europe,2012-09-06,,,62.25
889,BRASCARBON Methane Recovery Project BCA-BRA-03.,"Brascarbon Cosultoria, Projetos e Represetacao Ltd","Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"43,535",Latin America,2012-09-11,,,62.75
890,Inner Mongolia Wengniute Banner Wudaogou Wind Power Project (II),"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"155,384",,2012-11-09,2018-12-02,2028-12-01,78.75
891,"Bundled Wind Power generation project by Savita Oil Technologies Ltd., India",Savita Oil Technologies Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"15,000",Asia,2012-09-13,,,74.75
892,Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"258,571",Asia,2020-04-06,,,81.14999999999999
893,Kale HES Hydro Power Project,Kale Enerji Üretim Ticaret Sanayi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,Turkey,"52,089",Middle East,2020-04-06,,,75.64999999999999
894,Yunnan Sinanjiang Hydropower Project,Yunnan Dianneng Sinanjiang Hydropower Development,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"696,245",Asia,2012-09-14,,,75.64999999999999
895,"20.8 MW Grid connected wind electricity generation project at Dhule, Maharashtra.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"33,008",Asia,2020-04-06,2016-04-01,2026-03-31,74.35000000000001
896,Foz do Chapecó Project,Foz do Chapeco Energia S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"747,711",Latin America,2020-04-06,2020-10-14,2030-10-13,82.65
897,Exploitation of the biogas from Controlled Landfill in Solid Waste Management Central – CTRS / BR.040,Multiple Proponents,Waste handling and disposal,,ACM0001,Late to verify,Brazil,"134,160",Latin America,2020-04-06,,,55.75
898,Fuelling a greener future for farmers in Malawi through the use of Jatropha curcas,Bio Energy Resources Limited (BERL),Agriculture Forestry and Other Land Use,ARR,AR-ACM0002,Late to verify,Malawi,863,Africa,2020-04-06,2008-07-08,2038-07-07,65.75
899,"TIST Program in Kenya, VCS 006",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,"233,275",Africa,2012-10-01,2004-01-01,2033-12-31,47.75
900,Za Hung Hydropower Project,Za Hung Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"69,309",Asia,2020-04-06,2019-01-01,2025-12-31,75.55000000000001
901,Los Caracoles Hydroelectric Project,Energía Provincial Sociedad del Estado (EPSE),Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Argentina,"243,987",Latin America,2020-04-06,,,76.55
902,KARIBA REDD+ PROJECT,Carbon Green Investments (Guernsey),Agriculture Forestry and Other Land Use,ARR; REDD,VM0009,Withdrawn,Zimbabwe,"6,550,464",Africa,2020-06-04,2011-07-01,2041-06-30,51.75
903,Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"335,460",Asia,2020-04-06,,,81.14999999999999
904,"Reduced Emissions from Deforestation and Degradation in Community Forests – Oddar Meanchey, Cambodia",Royal Government of Cambodia-Forestry Admin,Agriculture Forestry and Other Land Use,REDD,VM0006,Late to verify,Cambodia,"204,792",Asia,2020-04-06,2008-02-28,2038-02-27,37.150000000000006
905,The Yokuslu- Kalkandere Hydroelectric Power Plant,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"97,770",Middle East,2020-04-06,2021-01-01,2030-12-31,80.25
906,Fujian Zhangpu Liuao 3rd phase Wind Power Project,Datang Zhangzhou Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"47,867",Asia,2020-04-06,,,74.14999999999999
907,Baicheng Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,"28,829",Asia,2012-10-29,,,51.150000000000006
908,Rice Husk Based Thermal Energy Generation Project at Thot Not,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.E.,Late to verify,Viet Nam,"44,232",Asia,2012-10-29,,,65.75
909,Grid Connected Wind Power Project in Tamil Nadu,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"54,105",Asia,2012-05-11,2020-07-02,2030-07-01,76.85000000000001
