ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
1681,Robeson County Landfill,"3Degrees Group, Inc..",Waste handling and disposal,,ACM0001,Under development,United States,"19,804",North America,,,,51.85
1682,Regenerating Colombian Coffee Ecosystems,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Colombia,"7,107",Latin America,2020-06-04,2014-04-20,2054-04-19,46.45
1683,Kahone Solar PV Plant,ENERGY RESOURCES SENEGAL SA,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"21,521",,2017-07-05,2018-02-23,2028-02-22,76.65
1684,"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",Lao Thai Hua Rubber Co. Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Lao,"42,497",Asia,2017-05-16,2008-07-08,2038-07-07,46.650000000000006
1685,Grid connected 25 MW PV solar power project at Charanka in Gujarat,GMR Gujarat Solar Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"34,462",Asia,2021-03-11,2022-03-04,2032-03-03,79.35000000000001
1686,Agrocortex REDD Project,Agrocortex Madeiras do Acre Agroflorestal Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"483,594",Latin America,2018-04-11,2014-07-01,2044-06-30,48.45
1687,Grid connected bundled wind projects in Gujarat and Tamil Nadu,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"6,762",Asia,,2018-12-15,2025-12-14,73.55000000000001
1689,Tumring REDD+ Project,"The Royal Government of Cambodia, Forestry Administration",Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Cambodia,"378,434",Asia,2020-06-04,2015-01-01,2044-12-31,56.150000000000006
1690,Biogas Utilization Project in Zhejiang Jingxing Paper Joint Stock Co. Ltd. - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.H.,Units Transferred from Approved GHG Program,China,"60,577",Asia,,,,67.64999999999999
1691,5 MW Upper Awa Hydro Power Project in Himachal Pradesh by M/s Astha Projects (India) Limited,M/s Astha Projects (India) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"19,411",Asia,2017-06-08,,,76.25
1692,15 MW Wind Power Project by RSPL Ltd (EKIESL-CDM-May-16-04),RSPL Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,India,"29,758",Asia,2017-08-04,2015-12-11,2025-12-10,71.35000000000001
1693,"Wind Power Project in Maharashtra State, India",Baidyanath Power Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"16,223",Asia,2017-10-10,,,73.75
1695,PAYMENT FOR ENVIRONMENTAL SERVICES SCHEME FOR FOREST MANAGEMENT AND CONSERVATION OF WATER SOURCES IN THE JURISDICTION OF CORPOCHIVOR,Local Environmental Authority of Chivor (CORPOCHIVOR– Corporación Autónoma Regional de Chivor),Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Colombia,"1,662",Latin America,2018-01-16,2014-04-11,2044-04-10,43.95
1696,22.5 MW Bhilangana Hydro Power Project (BHPP) - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,India,"32,574",Asia,,,,72.25
1697,"24 MW Perla Mini Hydel Project, Karnataka, India - CER Conversion",Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,India,"6,719",Asia,,,,70.75
1698,"5 MW Sahu Hydro Electric Project for a grid connected system in Himachal Pradesh, India - CER Conversion",Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Units Transferred from Approved GHG Program,India,"9,880",Asia,,,,70.75
1699,Song Chung Hydropower Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,Viet Nam,"8,561",Asia,,,,70.75
1700,Incomex Hydroelectric Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Brazil,"91,220",Latin America,2020-11-05,,,80.05
1701,Nam Mo 3 Hydro Power Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Units Transferred from Approved GHG Program,Viet Nam,"21,817",Asia,,,,72.25
1702,Durban Landfill-gas-to-electricity project – Mariannhill and La Mercy Landfills - CER Conversion,Credits transferred from approved GHG program,Waste handling and disposal,,ACM0001,Units Transferred from Approved GHG Program,South Africa,"68,833",Africa,,,,52.55
1703,Huadian Ningxia Ningdong Yangjiayao 45MW Wind-farm Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,China,"93,938",Asia,,,,74.14999999999999
1704,"Agricultural Land Management  project in Beed District, India implemented by Godrej Properties Ltd.",Godrej Properties Ltd,Agriculture Forestry and Other Land Use,REDD,VM0017,Registered,India,"33,764",Asia,2020-07-16,2017-07-28,2037-07-27,54.75000000000001
1706,3MW Solar PV based power generation by Jindal Poly Films,Jindal Poly Films Limited,Energy industries (renewable/non-renewable sources),,AMS-II.F.,Late to verify,India,"4,274",Asia,2017-07-28,2016-10-08,2026-10-07,66.35000000000001
1708,Public Lighting Service in the Municipality of San Salvador,UDP CONSORCIO AGM DESARROLLOS,Energy demand,,AMS-II.L.,Late to verify,El Salvador,"8,640",Latin America,2020-04-06,2016-12-07,2026-12-06,63.35
1709,140 MW Solar Photovoltaic Project in Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"241,573",Asia,2019-08-19,2017-07-18,2027-07-17,81.35000000000001
1711,"Agricultural Land Management project in Telangana, India implemented by Godrej Consumer Products Limited",Godrej Consumer Products Limited,Agriculture Forestry and Other Land Use,ARR; REDD,ACM0017; VM0017,Registration request denied,India,"33,392",Asia,,2017-08-01,2037-07-31,49.75000000000001
1712,Replacement of existing luminaires with LED lighting luminaires in several buildings across 12 Town Councils in Singapore,Multiple Proponents,Energy demand,,AMS-II.C.,Registered,Singapore,"13,158",Asia,2020-04-06,2017-03-04,2027-03-03,70.25000000000001
1715,Inner Mongolia Wu‘erqihan IFM (conversion of logged to protected forest) Project,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"293,347",Asia,2020-04-06,2013-01-01,2042-12-31,54.050000000000004
1716,Matebe Hydroelectric plant,Virunga Energies,Energy industries (renewable/non-renewable sources),,AMS-I.L.,Registered,"Congo, The Democratic Republic of The","46,414",Africa,2017-09-25,2016-03-05,2026-03-04,57.95
1718,Inner Mongolia Keyihe IFM (conversion of logged to protected forest) Project,Inner Mongolia Keyihe Forest Industry LLC.,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"128,563",Asia,2020-04-06,2013-01-01,2042-12-31,54.050000000000004
1719,Improved Cookstoves Project for Malawi and cross-border regions of Mozambique CPA MAL  005,Multiple Proponents,Energy demand,,AMS-II.G.,Late to verify,Malawi,"44,853",Africa,2018-02-06,2016-09-05,2026-09-04,64.64999999999999
1720,ONIL Stoves —Guatemala – CPA 002,Multiple Proponents,Energy demand,,VMR0006,Registered,Guatemala,"42,773",Latin America,2020-09-04,,,60.75
1721,ONIL Stoves  Guatemala Uspantan,Multiple Proponents,Energy demand,,VMR0006,Registered,Guatemala,"42,773",Latin America,2020-09-04,,,60.75
1723,Escuela de Minas Hydroelectric Project,HIDROELECTRICA DEL ALTO PORCE,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"83,524",Latin America,2017-11-02,2019-07-22,2029-07-21,79.65
1727,Biomass Power Projects by Spark Green Energy Group India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0018,Registration requested,India,"263,244",Asia,2018-01-09,2016-01-04,2026-01-03,57.35000000000001
1728,Bundled Wind Power Project by Mytrah Group,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"921,296",Asia,2020-04-06,2015-12-30,2025-12-29,82.85000000000001
1730,Bundled Solar PV based power generation by JKLCL,JK Lakshmi Cement Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"9,263",Asia,2017-11-29,2017-01-08,2027-01-07,76.85000000000001
1731,CFL lighting scheme Bachat Lamp Yojana - CER Conversion,Credits transferred from approved GHG program,Energy demand,,AMS-II.J.,Units Transferred from Approved GHG Program,India,"5,000,000",Asia,,2010-05-30,2038-05-29,66.85
1732,Kinik Wind Power Plant,Esinti Enerji Uretim Ticaret ve Sanayi Anonim Sirketi.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"90,271",Asia,2020-04-06,2016-12-05,2026-12-04,80.25
1733,Nouakchott 30 MW wind power plant,SOMELEC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mauritania,"70,358",Africa,2020-04-13,2016-01-28,2026-01-27,79.45
1734,Large scale grid connected solar PV Project in Toujounine (Nouakchott),SOMELEC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mauritania,"34,705",Africa,2019-01-29,2017-11-07,2027-11-06,77.95
1735,Negros Island Solar Power Inc.,Negros Island Solar Power Inc.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Philippines,"66,039",Asia,2018-02-22,2016-03-02,2026-03-01,79.85000000000001
1736,Grid connected electricity generation plant using natural gas at Jurong Island in Singapore,Pacificlight Power Pte. Ltd.,Energy industries (renewable/non-renewable sources),,AM0029,Registered,Singapore,"57,991",Asia,2018-09-05,,,60.45
1737,Pampeana and Terra Santa Small Hydropower Plants Project Activity - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,Brazil,"25,194",Latin America,,,,72.05
1739,3 MW Hydro Power Project by Darjeeling Power Pvt. Ltd.,Darjeeling Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"16,404",Asia,2018-01-30,2016-04-15,2026-04-14,78.35000000000001
1740,Reforestation with Teak  CO2e TEAKMEX,Agropecuaria Santa Genoveva S.A.P.I. de C.V,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Mexico,"25,329",Latin America,2018-08-27,2013-06-30,2049-06-29,48.550000000000004
1741,Yumrutepe Regulator and 15.013 MW Hydroelectric Power Plant Project,YUMRUTEPE ENERJI URETIM ANONIM SIRKETI,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"26,224",Asia,2021-06-10,2016-10-31,2026-10-30,79.75
1742,Hydroelectric Project in Kinnaur District in Himachal Pradesh,JSW Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"3,541,917",Asia,2018-05-14,,,83.75
1743,Beampingaratsy REDD Project,BNC REDD+,Agriculture Forestry and Other Land Use,REDD,VM0007,Registration requested,Madagascar,"19,867",Africa,,2017-10-05,2037-10-04,34.35
1744,4 MW Biomass based cogeneration plant by Godrej Agrovet Ltd.,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"97,671",Asia,2018-08-20,2018-10-01,2028-09-30,59.85000000000001
1745,Bundled Solar Power Project by Vector Green Sunshine Private Limited and Polepally Solar Parks Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"70,073",Asia,2018-04-18,2016-03-24,2026-03-23,75.85000000000001
1746,108 MW Fatanpur Wind Power Project in Madhya Pradesh,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"212,745",Asia,2018-03-09,2016-03-11,2026-03-10,81.35000000000001
1748,Southern Cardamom REDD+ Project,"Royal Government of Cambodia (RGC), Ministry of Environment",Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Cambodia,"3,867,568",Asia,2020-04-06,2015-01-01,2044-12-31,59.150000000000006
1750,PFC Emission Reductions at PT. Indonesia Asahan Aluminium (PT. INALUM) Kuala Tanjung - CER Conversion,Credits transferred from approved GHG program,Metal production,,AM0030,Units Transferred from Approved GHG Program,Indonesia,"78,041",Asia,,,,50.95
1751,"Bundled Wind power project in Tamilnadu, India co-ordinated by the TamilNadu Spinning Mills Association (TASMA) - CER Conversion",Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,India,"686,697",,,,,76.55
1752,TW Ghana ODS Project,"Tradewater, LLC",Chemical industry,,VM0016,Late to verify,Ghana,"97,000",Africa,2018-12-07,2018-09-11,2028-09-10,54.25
1753,Bundled Solar Photovoltaic Project by ACME,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,"2,078,589",Asia,2020-04-06,2017-02-10,2027-02-09,84.35000000000001
1754,"Reading Wind Energy, LLC",Southern Power Company,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,United States,"512,840",North America,2018-07-20,2020-05-21,2030-05-20,79.25
1758,Dereli Hydroelectric Power  Plant,Aydem Yenilenebilir Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"83,983",Asia,2018-04-25,,,79.64999999999999
1759,Methane Recovery and Power Generation Project at ESIPL,Everest Starch India Pvt. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.H.,Registered,India,"52,036",Asia,2020-04-13,2016-09-18,2026-09-17,79.85000000000001
1760,The Haidar EL ALI Mangrove Initiative (HEAMI),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0003,Withdrawn,Senegal,"30,170",Africa,,2018-08-01,2048-07-31,40.75
1762,Bundled Solar Power Project by Solararise India Projects PVT. LTD.,SolarArise India Projects Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"244,968",Asia,2018-07-20,2016-06-23,2026-06-22,77.35000000000001
1764,"Reforestation and Restoration of degraded mangrove lands, sustainable livelihoods and community development in Myanmar",Worldview International Foundation,Agriculture Forestry and Other Land Use,ARR; WRC,AR-AM0014,Verification approval requested,Myanmar,"184,006",Asia,2017-06-26,2015-06-15,2035-06-14,51.25000000000001
1765,Grouped Project for reducing emissions from deforestation and forest degradation-REDD-in the Regional Natural Park:Biological Corridor PNN Purace-PNN Cueva de los Guacharos,Corporación Autónoma Regional del Río Grande de la Magdalena (CORMAGDALENA),Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Colombia,"117,468",Latin America,2021-12-07,2014-03-08,2044-03-07,49.45
1766,Outapi Pv Plant,Camelthorm Business Ventures No. 2,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"10,372",Africa,2022-05-26,2018-07-01,2028-06-30,78.95
1767,Bundled Solar Power Project by Mahindra Susten Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"329,360",Asia,2019-05-16,2016-06-29,2026-06-28,81.35000000000001
1768,216 MWac Kamuthi Solar Power Project,Kamuthi Solar Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"346,117",Asia,2020-04-13,2016-09-18,2026-09-17,81.35000000000001
1769,"Grouped Project for restoration of degraded lands in Jaguar Corridors, Colombia",Multiple Proponents,Agriculture Forestry and Other Land Use,IFM; REDD,VM0005; AR-ACM0003,Registered,Colombia,"6,835",Latin America,2019-08-30,2015-09-01,2055-08-31,46.45
1770,Bundled Solar Power Project by Vector Green Energy Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"163,888",Asia,2020-04-06,2016-06-28,2026-06-27,81.35000000000001
1771,46 MW Mangoli Wind Power Project in Karnataka,Vena Energy KN Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"120,268",Asia,2019-08-13,2016-07-23,2026-07-22,81.35000000000001
1772,Solar and Wind Power Project by NTPC Limited,NTPC GREEN ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"940,891",Asia,2018-06-29,2016-08-10,2026-08-09,82.85000000000001
1774,Grid-connected Solar PV project in Bokhol,Senergy 2 SAS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"28,130",Africa,2020-04-13,2016-11-11,2026-11-10,77.95
1775,Luangwa Community Forests Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Zambia,"2,985,650",Africa,2019-10-30,2015-05-01,2045-04-30,58.75
1776,Wind Power Project by Green Infra Wind Power Generation Limited,Green Infra Wind Power Generation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"79,147",Asia,2020-12-10,2016-08-12,2026-08-11,76.85000000000001
1778,Lahendong Unit 5 & Unit 6 Geothermal Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Indonesia,"181,030",Asia,2018-07-17,2016-09-15,2026-09-14,74.35000000000001
1781,MRMPL Wind Power Project,Modern Road Makers Pvt Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"32,788",Asia,2018-02-08,,,70.75
1782,"Solar PV Power Project by Prayatna Developers Pvt. Ltd. at Bhatinda, Punjab",Prayatna Developers Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"167,973",Asia,2018-08-02,2016-09-17,2026-09-16,81.35000000000001
1783,72 MWac Ramnad Renewable Energy Project,Ramnad Renewable Energy Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"115,817",Asia,2018-08-02,2016-09-18,2026-09-17,81.35000000000001
1784,Solar Power Project by Mytrah Energy India Private Limited,JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"638,520",Asia,2020-04-06,2017-06-19,2027-06-18,82.85000000000001
1786,Solar Photovoltaic Project by Giriraj Renewables Private Limited,Avaada Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"234,677",Asia,2020-07-29,2018-03-02,2028-03-01,82.35000000000001
1787,Renewable Power Project by Animala Wind Power Private Limited,Animala Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"163,843",Asia,2019-05-21,2017-03-30,2027-03-29,81.35000000000001
1788,Renewable Power Project by Saipuram Wind Energies Private Limited,Saipuram Wind Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"266,287",Asia,2018-08-14,2017-03-31,2027-03-30,81.35000000000001
1789,Renewable Power Project by SEI Kathiravan Power Private Limited,SEI Kathiravan Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"77,356",Asia,2019-08-19,2017-03-09,2027-03-08,79.85000000000001
1790,Renewable Power Project by Axis Wind Farms (MPR Dam) Private Limited,Axis Wind Farms (MPR Dam) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"195,052",Asia,2018-08-14,2017-03-30,2027-03-29,81.35000000000001
