ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
1865,Xiguan Afforestation Project in Guizhou Province,"Guizhou Baiheng Fertiliser Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,On Hold - see notification letter,China,"388,420",Asia,2020-05-15,2014-04-01,2044-03-31,47.550000000000004
1866,XinJiang Makit County Afforestation Carbon Sequestration Project,"Makit Base Junlian Cotton Industry Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Late to verify,China,"90,393",Asia,2020-04-06,2014-03-10,2054-03-09,46.050000000000004
1867,Ningxia Xiangshan Wind Farm Project,"Ningxia Zhongwei Aluminum New Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"727,982",Asia,2019-04-11,2017-04-15,2027-04-14,83.25
1868,GUACHICONO SMALL HYDROELECTRIC PROJECT,GELEC GUACHICONO S.A.S .E.S.P,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Colombia,"20,049",Latin America,2021-03-10,2021-07-01,2031-06-30,79.15
1869,"Yagual - Carbon Sequestration Grouped Project for the Restoration, Conservation and Sustainable Production in the Guerrero, Sumapaz and Rabanal Paramo Systems",Société de gestion de projets ECOTIERRA Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Late to verify,Colombia,"13,619",Latin America,2020-06-04,2018-12-19,2048-12-18,43.95
1870,Gezin Solar Power Project,Solarges Elektrik Üretim A.Ş,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"3,952",Asia,2020-04-06,2018-01-15,2028-01-14,77.25
1872,N2O ABATEMENT PROJECT AT AEL 11_,Multiple Proponents,Chemical industry,,AM0028; AM0034; ACM0019,Late to verify,South Africa,"269,581",Africa,2019-06-07,,,45.15
1873,N2O ABATEMENT PROJECT AT AEL 9_,Multiple Proponents,Chemical industry,,AM0034; ACM0019,Late to verify,South Africa,"93,239",Africa,2019-05-29,2017-11-05,2027-11-04,54.25
1874,Zhangjiakou Chabei Wind Farm Project,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"203,090",,,,,72.64999999999999
1875,Guangxi Fusui Qiquan biomass power generation project,"Guangxi Fusui Qiquan biomass power generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0018,Registered,China,"117,822",Asia,2019-03-15,2018-12-11,2028-12-10,61.75000000000001
1877,Thangarabalu Small Hydel Project at Karnataka,Kare Power Resources Private Limited. (KPRPL),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"53,983",Asia,2021-03-12,2015-09-16,2025-09-15,80.85000000000001
1878,"Bundled renewable energy project in Gujarat and Karnataka, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"11,842",Asia,2019-03-20,2018-03-08,2028-03-07,78.35000000000001
1879,"Adavikanda, Kuruwita Division Mini Hydro Power Project - CER Conversion",Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Units Transferred from Approved GHG Program,Sri Lanka,"20,000",Asia,,,,72.25
1881,Conservation of Panama Forests - Reduction of GHG Emissions from Deforestation. Grouped Project,Panamanian Pro Carbon Association (Asociación Panameña Pro Carbono. Approcarbono),Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Panama,"17,170",Latin America,2024-07-12,2016-10-27,2046-10-26,47.45
1882,REDD+ PROJECT IN THE ALTO HUAYABAMBA CONSERVATION CONCESSION (CCAH),Asociacion Amazonicos por la Amazonía,Agriculture Forestry and Other Land Use,REDD,VM0015,Verification approval requested,Peru,"53,179",Latin America,2019-07-31,2013-10-30,2047-10-29,42.95
1883,Pichacay Landfill Gas Renewable Energy Project,EMAC-BGP ENERGY COMPANÍA DE ECONOMÍA MIXTA CEM,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,Ecuador,"33,237",Asia,2019-04-10,2017-07-27,2027-07-26,78.35000000000001
1884,Bikes for the Planet - Brazil,ZSCORE S. A.,Transport,,AMS-III.BM,Registered,Brazil,167,Latin America,2020-06-04,2018-01-30,2028-01-29,67.05
1885,Ejuva One and Ejuva Two Solar Projects,AERA Group,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"26,265",Africa,2019-07-24,2017-09-27,2027-09-26,77.95
1886,Nanyang Danjiang River Solar Cooker Project Phase I,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,"129,914",Asia,2019-04-11,,,57.150000000000006
1887,Nanyang Danjiang River Solar Cooker Project Phase II,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,"93,962",Asia,2019-04-11,,,55.650000000000006
1888,Larimer County Landfill Gas Flaring Project,"3Degrees Group, Inc..",Waste handling and disposal,,Methodology Under Development,Late to verify,United States,"18,637",North America,2019-12-23,,,53.35
1890,Grid Connected Solar Energy Project,Apraava Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"289,503",Asia,2019-05-08,2017-08-07,2027-08-06,81.35000000000001
1891,Kishanganga Hydroelectric Project,NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,563,247",Asia,2019-07-09,2018-03-13,2028-03-12,84.35000000000001
1892,SOLAR GROUPED PROJECT BY EPSA-CELSIA,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Verification approval requested,Colombia,"103,799",Latin America,2019-09-04,2017-09-03,2027-09-02,77.15
1893,"18 MW Kemphole Mini Hydel Scheme (KMHS), by International Power Corporation Limited, India",International Power Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"44,548",Asia,2019-07-29,,,77.75
1895,Jilin Linjiang Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval request denied,China,"546,751",Asia,2020-08-04,2015-08-01,2075-07-31,50.050000000000004
1896,Hunan Northern and Northwestern Area Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"286,518",Asia,2020-11-03,2017-05-15,2057-05-14,52.550000000000004
1897,Ntakata Mountains REDD,Carbon Tanzania,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Tanzania,"420,200",Africa,2020-09-22,2017-05-19,2047-05-18,41.75
1898,50 MW Tsetsii Wind Farm in Mongolia,Clean Energy Asia LLC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mongolia,"175,767",Asia,2019-11-11,2017-11-27,2027-11-26,81.35000000000001
1899,Sumatra Merang Peatland Project (SMPP),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0007,Verification approval requested,Indonesia,"1,338,569",Asia,2020-06-04,2016-01-01,2062-12-31,40.150000000000006
1900,Makame Savannah REDD,Carbon Tanzania,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Tanzania,"136,411",Africa,2020-10-02,2016-04-27,2046-04-26,41.75
1901,CECIC Zhangbei Gaojialiang Wind farm Project,"CECIC Wind Power (Zhangbei) Yunwei Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Under development,China,"89,366",Asia,,,,74.14999999999999
1902,Salvador da Bahia Landfill Gas Management Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,Brazil,"242,950",Latin America,,,,75.05
1903,VTRM Renewable Energy 2,AUREN ENERGIA S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"439,950",Latin America,2020-04-06,2017-08-02,2027-08-01,81.15
1904,Wind Power Project in Tamil Nadu by Green Infra Renewable Energy Limited,Green Infra Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"707,515",Asia,2020-09-07,2018-10-08,2028-10-07,79.85000000000001
1905,"Kocalar Wind Power Project, Turkey",Isider Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"58,118",Asia,2022-01-11,2019-03-14,2029-03-13,77.25
1906,"Hasanoba Wind Power Project, Turkey",Kovanci Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"87,290",Asia,2022-01-11,2019-09-06,2029-09-05,77.25
1907,"Üçpinar Wind Power Project, Turkey",Derbent Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"180,032",Asia,2022-01-11,2019-06-18,2029-06-17,78.75
1908,"Denizli Wind Power Project, Turkey",Korda Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"105,524",Asia,2022-01-11,2019-09-13,2029-09-12,78.75
1909,Santa Ana Hydroelectric Plant - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Units Transferred from Approved GHG Program,Colombia,"20,642",Latin America,,,,72.05
1910,"Bionersis landfill project in Pasto, Colombia",Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0001,Late to verify,Colombia,"54,343",,2019-06-27,,,55.050000000000004
1911,King County Rural Forest Carbon Project,King County Department of Natural Resources and Parks,Agriculture Forestry and Other Land Use,IFM,VM0012,Verification approval requested,United States,"9,195",North America,2020-09-29,2015-01-01,2114-12-31,46.550000000000004
1912,Run-of-the-river Hydroelectric Power Project in Uttarakhand by Alaknanda Hydro Power Company Limited,Alaknanda Hydro Power Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration requested,India,"1,204,120",Asia,,,,78.25
1913,Erzurum Hinis Solar Power Plant,Galata Wind Enerji A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"7,711",Asia,2019-10-31,2019-01-01,2028-12-31,77.25
1914,150 MW Solar Project in Karnataka by Avaada Solar,Avaada Solar Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"319,470",Asia,2020-05-08,2018-12-20,2028-12-19,81.35000000000001
1915,Ombepo Wind,Ombepo Energy (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"32,464",Africa,2019-08-01,2017-09-08,2027-09-07,77.95
1916,Quebec Forestry Sector Carbon Sequestration Grouped Project Pivot,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; IFM,VM0034,Registered,Canada,"127,162",North America,2021-04-26,2018-01-01,2097-12-31,58.35
1917,"AWMS GHG Mitigation Project MX05-B-03, Sonora, Mexico - CER Conversion",Credits transferred from approved GHG program,Waste handling and disposal,,AM0016,Units Transferred from Approved GHG Program,Mexico,"1,210,095",Latin America,,,,57.85
1918,Paradigm Kenya Clean Cookstoves Project,"Blue Source, LLC",Energy demand,,AMS-II.G.,Registered,Kenya,"49,416",Africa,2019-08-23,2017-04-26,2027-04-25,68.65
1919,Adeco Agropecuaria S.A. Biogas Energy Generation from Dairy Production,Adeco Agropecuaria S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.; AMS-III.H.,Late to verify,Argentina,"17,405",Latin America,2019-07-17,2017-11-03,2027-11-02,74.15
1920,24.45 MW Biomass based project in Punjab,Satia Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,"208,613",Asia,2019-09-17,2017-09-15,2027-09-14,61.35000000000001
1921,Van Solar Power Project,Omicron Güneş Enerjisi Elektrik Üretim ve Tic. A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"33,629",Asia,2022-01-11,2018-09-20,2028-09-19,79.75
1922,Amasya Solar Power Project,Neptun Enerji A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,Turkey,"9,356",,,,,68.14999999999999
1923,Yaysun-MT Solar Power Project,Yaysun Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"22,906",Asia,2022-01-11,2018-09-27,2028-09-26,79.75
1924,Tokat Solar Power Project,Bahceli Enerji A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,Turkey,"4,765",Asia,,2017-10-19,2027-10-18,70.25
1925,ME-SE Solar Power Project,ME-SE Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"10,504",Asia,2022-01-11,2018-09-27,2028-09-26,79.75
1926,Iota M. Firinci Solar Power Project,IOTA Gunes Enerjisi Elektrik Uretim ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"8,726",Asia,2022-01-11,2020-08-13,2030-08-12,78.25
1929,Electrify America - EV Charging Network Carbon Credits,Electrify America,Transport,,VM0038,Registered,United States,"7,989",North America,2020-07-21,2019-01-01,2028-12-31,56.650000000000006
1930,Henan Nanzhao Afforestation Project,"Beijing Pingtouge Forestry Carbon Technology Development Co.,Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,"493,806",Asia,2020-05-27,2014-10-20,2074-10-19,44.550000000000004
1931,Energising India using Solar Energy Projects,Azure Power India Pvt ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"684,229",Asia,2019-11-26,2017-09-19,2027-09-18,78.85000000000001
1933,Mavibayrak Biomass Power Plant Project,Mavibayrak Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0018,Registered,Turkey,"35,612",Asia,2019-12-19,2018-01-02,2028-01-01,58.75000000000001
1934,"Patikari Hydro Electric Power Project in Distt-Mandi, Himachal Pradesh, India",Patikari Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"58,583",Asia,2020-06-15,,,75.25
1935,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Verification approval request denied,China,"292,309",Asia,2020-06-04,2015-01-01,2044-12-31,50.050000000000004
1936,WIND POWER GROUPED PROJECT BY CELSIA COLOMBIA - BEGONIA POWER,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,Colombia,"166,385",Latin America,2021-03-10,2021-02-01,2031-01-31,82.15
1937,Song Lo 4 Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"66,757",Asia,2019-10-02,2017-09-12,2027-09-11,75.85000000000001
1939,CECEP Gansu Yumen Changma Daba South Wind Farm Project,"CECEP Wind Power (Gansu) Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,China,"91,400",Asia,2019-10-02,,,75.64999999999999
1940,CECEP Gansu Yumen Changma Daba North Wind Farm Project.,"CECEP Wind Power (Gansu) Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"90,531",Asia,2019-09-27,,,79.64999999999999
1941,Sustainable City Projects at India’s Cleanest City- Indore,Indore Smart City Development Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0002; ACM0022,Registered,India,"283,396",Asia,2019-08-26,2017-10-12,2027-10-11,81.35000000000001
1942,Renewable Solar Power Project by Hero Future Energies,Hero Future Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"601,957",,,,,73.55
1943,"20MW Samal Grid-connected Hydroelectric Project in Orissa, India",Orissa Power Consortium Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"80,126",Asia,2019-10-16,,,75.25
1944,Livelihoods Mount Elgon Project,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ALM,VM0017,Registered,Kenya,"53,142",Africa,2024-04-19,2016-03-02,2036-03-01,56.85
1945,MSA-1 Hydropower Plant,Araucania Power SpA,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Chile,"10,111",Latin America,2020-07-30,2018-09-01,2028-08-31,79.75
1946,Renewable Wind Power Project by Hero Future Energies,Hero Future Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"50,140",Asia,2019-09-09,2017-12-29,2027-12-28,79.85000000000001
1947,Inner Mongolia Wujier Phase I Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"120,508",Asia,2019-10-29,2020-07-04,2030-07-03,81.75
1948,"Badamsha Wind Farm in Kazakhstan- DUPLICATE, see ID 1954",Eni S.p.A. Energy Solutions Initiatives Monitoring and Reporting,Energy industries (renewable/non-renewable sources),,ACM0002,Inactive,Kazakhstan,"172,406",,,2019-12-31,2029-12-30,74.15
1949,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"304,155",Africa,2020-12-02,2017-10-31,2027-10-30,81.95
1950,Longyuan Mulilo De Aar 2 North Wind Energy Facility,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"433,929",Africa,2021-02-22,2017-11-01,2027-10-31,81.95
1951,HUANENG CHANGTU TAIPING WIND FARM PROJECT,"Huaneng Changtu Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"102,738",,,,,72.64999999999999
1952,Huaneng Tongyu Tuanjie Phase A Wind Farm Project,"Huaneng Jilin Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"96,208",,,,,71.14999999999999
1953,Floresta Verde REDD+ Project,Floresta Verde Serviços Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"340,000",Latin America,2020-09-28,2016-01-01,2045-12-31,49.45
1954,Badamsha Wind Farm in Kazakhstan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Kazakhstan,"232,137",Asia,2019-11-26,2020-03-24,2030-03-23,81.35000000000001
1955,Jilin TongHua Biomass Power Project,"Tonghua Xinneng Biomass Power Cogeneration Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"107,078",Asia,2019-09-30,2020-05-01,2030-04-30,57.75000000000001
1956,Shaanxi Chengcheng Biomass Power Project,Shaanxi Chengcheng Qinyao Power Company,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"118,019",Asia,2019-09-30,2020-04-01,2030-03-31,57.75000000000001
1958,My Son - Hoan Loc Viet Solar Energy Project,My Son - Hoan Loc Viet Solar Energy Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"65,871",Asia,2019-10-08,2019-06-19,2029-06-18,79.85000000000001
1959,Aussenkehr solar,AERA Group,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"14,673",Africa,2019-08-11,2017-11-20,2027-11-19,77.95
1960,Northern Great Plains Regenerative Grazing Project,"Native, a Public Benefit Corporation",Agriculture Forestry and Other Land Use,ALM,VM0026,Verification approval requested,United States,"32,514",North America,2022-03-18,2018-12-01,2038-11-30,51.150000000000006
1961,"7 MW Hydel Based Power Unit on River Jatashankari, Chhattisgarh",Shalivahana Green Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"22,957",Asia,,2019-04-01,2026-03-31,74.05000000000001
1962,Daan Laifu Wind Farm Phase II Project,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"109,116",Asia,2019-10-17,2020-09-17,2027-09-16,77.45
