ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,our score
959,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,Guanaré S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"127,416",Latin America,2020-04-06,2006-04-24,2066-04-23,51.550000000000004
960,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,EUCAPINE S.R.L,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"56,019",Latin America,2020-06-04,2006-02-22,2066-02-21,50.050000000000004
961,‘El Arriero ’ Afforestation on degraded grasslands under extensive grazing project,Forestal El Arriero SRL,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Verification approval requested,Uruguay,"18,271",Latin America,2020-04-06,2009-04-30,2109-04-29,44.550000000000004
962,Forteko afforestation on degraded grasslands under extensive grazing,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"55,965",Latin America,2020-04-06,2007-07-31,2107-07-30,50.050000000000004
963,The Purus Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,"89,868",Latin America,2020-06-04,2011-05-23,2041-05-22,39.45
964,"Uzundere I 63.0 MW Hydroelectric Power Plant Project, Turkey",Karadeniz Hes Elektrik Anonim Şirketi,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"79,380",Middle East,2013-01-23,,,76.64999999999999
965,ITAA afforestation on degraded grasslands under extensive grazing,Intercontinental Timber Asociacion Agraria de Responsabilidad Limitada,Agriculture Forestry and Other Land Use,REDD,AR-ACM0001,Registered,Uruguay,"5,451",Latin America,2020-04-06,2007-12-19,2107-12-18,47.050000000000004
966,Tecamac EcoMethane Landfill Gas to Energy Project,Biogas Technology Ltd,Energy industries (renewable/non-renewable sources),,ACM0001,Late to verify,Mexico,"20,000",Latin America,2013-01-28,,,51.150000000000006
967,Bantargebang Landfill Gas Management & Power Generation,PT Navigat Organic Energy Indonesia,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Late to verify,Indonesia,"708,300",Asia,2020-04-06,2019-08-01,2026-07-31,58.550000000000004
968,Sungai Kerling Hydropower Plant,Renewable Power Sdn. Bhd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Malaysia,"10,034",Asia,2020-04-06,,,73.75
969,Qingdao Longxin Wind Power Project Phase I,"China Resources Wind Power (Qingdao) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"92,183",Asia,2013-07-02,2021-11-08,2031-11-07,77.25
970,Liaoning Guben Wind Power Project,"China Resources Wind Power (Fuxin) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"96,429",Asia,2013-02-07,2019-07-01,2026-06-30,72.95
971,Dak Srong 2 Hydropower Project,Tay Nguyen Hydropower Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"44,466",Asia,2020-04-06,,,77.75
972,40 MW Grid Connected Wind Power Project,Green Infra Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"70,327",Asia,2020-04-06,,,75.25
973,Totoral Wind Farm Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Chile,"56,740",Latin America,2020-04-06,,,79.64999999999999
974,"Sarbari II hydro power project by DSL Hydrowatt Limited in Kullu, Himachal Pradesh",DSL HYDROWATT PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"28,635",Asia,2020-04-06,,,77.75
975,Chongqing Chengkou County Bashan Hydropower Station Project,"Chongqing Bashan Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"382,839",Asia,2020-04-06,,,77.14999999999999
976,Xinjiang Huaneng Toksun Baiyanghe Phase II Wind Power project,"Huaneng Turpan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"93,156",Asia,2020-04-06,2019-08-26,2026-08-25,75.95
977,RMDLT Portel - Para REDD Project,RMDLT Property Group Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0015,On Hold - see notification letter,Brazil,"553,273",Latin America,2020-04-06,2009-01-01,2048-12-31,45.95
978,Sichuan Guang¡¯an Cement Waste-Heat Power Project,"Taini (Guang'an) Cement Co.,Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,China,"32,373",Asia,2013-02-25,,,51.150000000000006
979,Guizhou Anshun 18MW Cement Waste-heat Power Project,"Taini (Anshun) Cement Co.,Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,China,"74,407",Asia,2013-02-25,,,52.650000000000006
980,Kaiyuan Yemin 49.5 MW Wind Power Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"110,668",Asia,2020-04-06,,,77.14999999999999
981,Pacajai REDD+ Project,Avoided Deforestation Project (Manaus) Limited (“A,Agriculture Forestry and Other Land Use,REDD,VM0015,On Hold - see notification letter,Brazil,"264,116",Latin America,2020-04-06,2009-01-01,2048-12-31,44.45
982,"Combined cycle natural gas based grid connected power plant at Jegurupadu, India",GVK Industries Limited,Energy industries (renewable/non-renewable sources),,AM0029,Late to verify,India,"630,005",Asia,2013-03-01,,,55.25000000000001
983,African Improved Cooking Stoves Grouped Project,Vitol SA,Energy demand,,AMS-II.G.,Late to verify,Ghana,"47,004",Africa,2020-04-06,,,64.05
984,CEMEX USA: BIOMASS PROJECT AT MIAMI CEMENT PLANT,CEMEX Construction Materials of Florida,Manufacturing industries,,ACM0003,Late to verify,United States,"73,035",North America,2020-04-06,,,54.45
985,Cordillera Azul National Park REDD Project,"CIMA, Cordillera Azul",Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,"1,575,268",Latin America,2020-04-06,2008-08-08,2028-08-07,44.550000000000004
986,"Kumköy Hydroelectric Power Plant, Samsun",ENTEK ELEKTRIK URETIMI ANONIM SIRKETI,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"49,037",Middle East,2020-04-06,2021-03-03,2031-03-02,78.75
987,Reforestation of Degraded Forest Reserves in Ghana,Form Ghana Ltd,Agriculture Forestry and Other Land Use,ARR,AR-AM0003,Registered,Ghana,"8,815",Africa,2020-04-06,2008-03-01,2048-02-29,51.25
988,“Hot Air Generation Using Renewable Biomass Fuel for Spray Drying Application in Orient Ceramics & Industries Limited (OCIL)”,Orient Bell Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"10,612",Asia,2013-03-07,,,50.75000000000001
989,CEMEX USA: Alternative fuels and biomass project at Brooksville South cement plant,CEMEX Construction Materials of Florida,Energy distribution,,AMS-III.AS.,Late to verify,United States,"54,101",North America,2020-04-06,,,66.35
990,"MRTS SBASE, Argentina",Multiple Proponents,Transport,,ACM0016,Late to verify,Argentina,"96,183",Latin America,2013-04-28,2016-01-01,2025-12-31,68.55
991,Liaoning Changqing Cement 9MW Waste Heat Power Project,TCC Liaoning Cement Company Limited,Manufacturing industries,,ACM0012,Late to verify,China,"51,341",Asia,2013-03-13,,,51.45
992,The Capture and Utilisation of Methane at the GFI Mining South Africa owned Beatrix Mine in South Africa,Sibanye Gold Ltd,Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,AM0064,Late to verify,South Africa,"9,643",Africa,2020-04-06,,,49.85
993,"TIST Program in Uganda, VCS 005",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"19,342",Africa,2013-03-13,2003-01-01,2032-12-31,44.75
994,"TIST Program in India, VCS-001",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Verification approval requested,India,"11,047",Asia,2013-03-13,2004-01-01,2033-12-31,41.150000000000006
995,"TIST Program in Uganda, VCS 006",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"7,787",Africa,2013-03-13,2006-01-01,2035-12-31,43.25
996,"TIST Program in Kenya, VCS 009",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,"88,163",Africa,2013-03-13,2004-01-01,2033-12-31,46.25
997,Xinjiang Kaiduhe River Chahan Wusu Hydropower Project,Guodian Xinjiang Kaidu River Valley Hydro-power,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"802,146",Asia,2013-03-18,,,75.64999999999999
998,01 million Compact Fluorescent Lamps (EVN-2010) Project in Vietnam,Vietnam Electricity (EVN),Energy demand,,AMS-II.J.,Late to verify,Viet Nam,"20,258",Asia,2020-04-06,,,64.45
999,Protection of the Amazon Rain Forest II,Redd Services,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Bolivia,"54,370",Latin America,,2012-08-01,2042-07-31,33.45
1000,Conversion to Proteccion of the Amazon Rain Forest,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,Bolivia,"9,900",Latin America,,2008-04-01,2038-03-31,42.95
1001,Inner Mongolia Yihewusu Phase II 49.5 MW Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"67,000",Asia,2020-04-06,,,79.64999999999999
1002,"Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited",GVK Industries Limited,Energy industries (renewable/non-renewable sources),,AM0029,Late to verify,India,"1,293,422",Asia,2020-04-06,2019-06-05,2029-06-04,60.35000000000001
1003,Dogançay Weir and Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"90,518",Asia,2020-04-06,,,75.64999999999999
1004,Yamanli II Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"118,265",Asia,2020-04-06,,,81.14999999999999
1006,Bursa Light Rail System II Phase,T.C. Bursa Metropolitan Municipality (BMM),Transport,,ACM0016,Late to verify,Turkey,"14,794",Asia,2020-04-06,,,70.04999999999998
1007,"Karakus Hydropower Plant, Turkey",NISAN ELEKTROMEKANIK ENERJI SANAYI VE TICARET A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Turkey,"7,225",Asia,2013-04-01,,,69.64999999999999
1008,"Yaprak-II Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"19,082",Asia,2013-04-01,2021-04-03,2031-04-02,75.75
1009,"Yaprak-I Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"18,295",Asia,2013-04-01,2023-01-11,2033-01-10,75.75
1010,"Umut-III Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"17,485",Asia,2013-04-01,,,75.14999999999999
1011,"Umut-II Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,Turkey,"33,013",Asia,2013-04-01,,,71.14999999999999
1012,"Umut-I Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"7,673",Asia,2013-04-01,,,73.64999999999999
1013,"Basak Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"11,371",Asia,2013-04-01,2020-04-09,2030-04-08,75.75
1014,Yamanli III Hydoeletric Power Plant,Akenerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal and Verification Approval Requested,Turkey,"112,277",Asia,2020-04-06,,,77.14999999999999
1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",Indian Farm Forestry Development Co-operative Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0005,Registered,India,"5,651",Asia,2013-10-08,2008-07-15,2038-07-14,45.150000000000006
1016,"CE TECHNOLOGY FUEL SWITCH FOR CLEANROOM GLOVE INDUSTRY PROJECT, TAIPING",CE Technology Berhad,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Malaysia,"21,660",Asia,2013-09-12,,,52.25000000000001
1017,CEMEX USA: ALTERNATIVE FUELS AND BIOMASS PROJECT AT DEMOPOLIS CEMENT PLANT,CEMEX Southeast LLC,Energy distribution,,AMS-III.AS.,Late to verify,United States,"29,255",North America,2020-04-06,2017-01-01,2026-12-31,65.45
1018,Wind power project in Tamil Nadu by SWPPL,Simran Wind Project Private Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"208,982",Asia,2020-04-06,2019-11-01,2026-10-31,77.05000000000001
1019,Niksar Hydroelectric Power Plant,İçtaş Yenilenebilir Enerji Üretim ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"99,337",Middle East,2020-04-06,2022-05-24,2032-05-23,80.25
1020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,Palace Solar Energy Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"23,072",Asia,2020-04-06,,,77.75
1021,Grid Connected Wind Power Project by M/s. D. J. Malpani in Rajasthan,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"13,433",Asia,2013-08-29,2021-03-21,2031-03-20,76.85000000000001
1022,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"7,497",Asia,2013-09-02,2021-12-06,2031-12-05,75.35000000000001
1023,Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"23,859",Asia,2014-01-14,,,76.25
1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"13,600",Asia,2014-01-14,2021-03-31,2031-03-30,76.85000000000001
1025,"KVSSSKL Co-generation Power Plant at Satara District, Maharashtra",M/s. Kisan Veer Satara Sahakari Sakhar Karkhana,Energy industries (renewable/non-renewable sources),,ACM0006,Under validation,India,"13,472",Asia,,,,53.25000000000001
1026,Solar Power Plant of 5 MW in Rajasthan by Essel Mining and Refex Refrigerants Limited,Essel Mining & Industries Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"8,706",Asia,2013-09-26,,,74.75
1027,"IWC BRAZILIAN AMAZON GROUPED REDD APD, AUPD AND BIOMASS TO FUEL PROJECTS",International Wood Corporation,Agriculture Forestry and Other Land Use; Energy industries (renewable/non-renewable sources),REDD,VM0005; VM0015; Methodology Under Development,Under development,Brazil,"500,000",Latin America,,2021-12-01,2031-11-30,54.650000000000006
1028,San Clemente Hydroelectric Power Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Chile,"16,560",Latin America,2020-04-06,2018-11-01,2025-10-31,74.45
1029,San Pedro Hydropower Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Chile,"610,724",Latin America,2020-04-06,2017-05-01,2027-04-30,79.25
1030,"Fuel Switch to Renewable Biomass for Thermal Use at Metrolina Greenhouses, Inc. Commercial Greenhouse Facility","Metrolina Greenhouses, Inc.",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,United States,"7,714",North America,2013-04-08,2021-10-10,2031-10-09,50.25000000000001
1031,Dak Psi 3 and 4 Hydropower Project,Dak Psi Hydropower Investment and Development JSC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"89,961",Asia,2020-04-06,,,79.25
1032,Xundian Jinfeng 12.6MW Hydropower Project,"Yunnan Xudong Phosphate Chemical Group Jinfeng Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"40,760",Asia,2013-04-10,2018-05-29,2028-05-28,75.75
1033,Hubei Dangyang 25MW Biomass Power Project,"Hubei Shenzhou New Energy Power Generation Co.,",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"110,391",Asia,2013-04-03,2018-09-15,2025-09-14,54.45
1034,Inner Mongolia Wutaohai South Phase II Wind Power Project,"Chifeng City Huifeng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"118,967",Asia,2013-05-27,2019-03-01,2026-02-28,74.45
1035,Inner Mongolia Keshiketeng County Wutaohai South Wind Farm 49.5 MW Project,"Keshiketeng County Huifeng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"128,803",Asia,2020-04-06,2019-11-01,2026-10-31,77.45
1036,Hillsborough County Waste to Energy (WtE) Facility 2009 Capital Expansion Unit 4,Hillsborough County,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0025,Late to verify,United States,"35,000",North America,2020-04-06,2019-07-13,2029-07-12,54.75000000000001
1037,"Guazhou Beidaqiao No.1 Wind Farm Project in Gansu Province, China","Hydrochina Guazhou Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"316,041",Asia,2013-04-12,,,78.14999999999999
1038,Chile: Hornitos Hydroelectric Project,Colbun S.A.,Energy industries (renewable/non-renewable sources),,AM0026,Late to verify,Chile,"66,318",Latin America,2020-04-06,2022-07-01,2029-06-30,75.95
1039,AES Saurashtra Windfarms,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"80,385",Asia,2013-04-16,,,76.25
1040,Inner Mongolia Hangjin Yihewusu Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"113,411",Asia,2020-04-06,,,77.14999999999999
1041,OAxaca IV Wind Energy Project,CE OAXACA CUATRO S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,"245,015",Latin America,2020-04-06,,,81.14999999999999
1042,Oaxaca III Wind Energy Project,CE OAXACA TRES S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,"399,288",Latin America,2013-05-20,,,78.14999999999999
1043,Oaxaca II Wind Energy Project,CE OAXACA DOS S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,"240,159",Latin America,2013-05-31,,,78.14999999999999
1044,Ziqiang 18MW Hydropower Project in Guizhou Province China,Guizhou Zhijn Ouhua Developent Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"80,181",Asia,2020-04-06,2019-11-01,2026-10-31,75.95
1045,"Wind Power Project at Rajkot, Gujarat",ReNew Wind Energy (Rajkot) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"47,244",Asia,2013-08-13,2022-03-29,2032-03-28,72.85000000000001
1046,PORTLAND POZZOLANA AND LIMESTONE “BLENDED CEMENT” AT LAFARGE CEMENT SYRIA,Lafarge Cement Syria,Manufacturing industries,,ACM0005,Inactive,Syrian Arab Republic,"1,328,020",Middle East,,,,53.85
1047,"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar","Govt. of Madagascar, Direction Generale des Forets",Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Madagascar,"220,965",Africa,2020-04-06,2007-11-01,2037-10-31,44.25
1048,NATIONAL CARBON TRADING PROJECT FOR WEATHERIZATION OF LOW-INCOME DWELLINGS,NASCSP,Energy industries (renewable/non-renewable sources),,VM0008,Under development,United States,"5,000",North America,,,,64.65
1049,Heilongjiang Bianfushan Wind Power Project,"Shuangyashan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"125,030",Asia,2020-04-06,,,81.14999999999999
1050,Cermikler 25.00 MW Hydroelectric Power Plant Project,Ovunc Enerji ve Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"37,906",Middle East,2015-08-14,,,76.64999999999999
1051,Heilongjiang Wangyunfeng Wind Power Project,"Hegang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"123,430",Asia,2020-04-06,,,81.14999999999999
1052,North Pikounda REDD+,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0011,Registered,Congo,"231,110",Africa,2013-10-29,2012-01-01,2041-12-31,54.25
1053,FUEL REPLACEMENT WITH WASTE GAS STREAM CONTAINING HYDROGEN AND BIOMASS AT THE CMPC,CMPC Celulosa S.A.,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012; AMS-I.C.,Late to verify,Chile,"30,646",Latin America,2020-04-06,,,54.150000000000006
1054,MRO Grouped Wind Projects Phase II,Lake Region State College,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,United States,"5,469",North America,2020-04-06,,,72.64999999999999
1055,Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,Mikro-Tek Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Late to verify,Chile,"16,864",Latin America,2020-04-06,2003-06-01,2043-05-31,44.550000000000004
1056,CECIC Zhangbei Gaojialiang Wind farm Project.,"CECIC Wind Power (Zhangbei) Yunwei Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"89,366",Asia,2020-04-06,,,75.64999999999999
1057,Guangxi Qiaogong Hydropower Project,"Guangxi Fangyuan Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0001; ACM0002,Withdrawn,China,"1,200,000",Asia,,,,75.64999999999999
1058,Clean Energy Project in the State of Tamil Nadu,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"27,546",Asia,2013-08-16,,,72.25
1059,Cobanli 19.03 MW Hydroelectric Power Plant,Hidro-D Hidroelektrik Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Turkey,"27,253",Middle East,,,,73.64999999999999
1060,Bethlehem Authority Improved Forest Management Project,Bethlehem Authority,Agriculture Forestry and Other Land Use,IFM,VM0003,Registered,United States,"21,770",North America,2020-04-06,2012-05-29,2112-05-28,51.050000000000004
1061,Kentilux Wind Farm,Kentilux S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Uruguay,"30,996",Latin America,2020-04-06,2019-12-15,2026-12-14,74.45
1062,FOUM EL OUED WIND FARM PROJECT,Energie Eolienne du Maroc,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Morocco,"141,991",Africa,,,,71.85
1063,Clean energy generation from wind energy in the state of Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"33,392",Asia,2020-04-06,,,73.75
1064,Bundle Wind Energy Project in Indian States - EnKing International 2005,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"10,176",Asia,2013-05-17,2016-03-28,2026-03-27,71.35000000000001
